"Customer ID","Number of Referrals","Tenure in Months",Offer,"Phone Service","Avg Monthly Long Distance Charges","Multiple Lines","Internet Type","Avg Monthly GB Download","Online Security","Online Backup","Device Protection Plan","Premium Tech Support","Streaming TV","Streaming Movies","Streaming Music","Unlimited Data",Contract,"Paperless Billing","Payment Method","Monthly Charge","Total Charges","Total Refunds","Total Extra Data Charges","Total Long Distance Charges","Total Revenue",City,"Zip Code",Latitude,Longitude,Population,Gender,Age,Married,"Number of Dependents","Satisfaction Score","Customer Status","Churn Label","Churn Score",CLTV,"Churn Category","Churn Reason"
6614-YWYSC,5,61,None,Yes,19.14,Yes,None,0,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",25,1501.75,0,0,1167.54,2669.29,Sultana,93666,36.545353,-119.338535,306,Male,68,Yes,0,3,Stayed,No,78,6421,,
8735-SDUFN,5,72,"Offer A",Yes,8.68,Yes,None,0,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",24.3,1778.7,0,0,624.96,2403.66,Salinas,93908,36.624338,-121.615669,"13,027",Female,65,Yes,0,5,Stayed,No,55,4397,,
7016-NVRIC,10,29,None,Yes,32.03,No,"Fiber Optic",16,Yes,No,Yes,No,No,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",90.1,2656.7,0,0,928.87,3585.57,Chualar,93925,36.596271,-121.442274,"1,140",Male,73,Yes,0,3,Stayed,No,55,3553,,
9825-YCXWZ,0,41,None,Yes,14.61,No,"Fiber Optic",9,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",101.1,4016.2,0,0,599.01,4615.21,"Loma Mar",94021,37.266388,-122.26308,148,Female,69,No,0,5,Stayed,No,38,2227,,
2000-DHJUY,1,70,"Offer A",Yes,18.67,Yes,DSL,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",92.2,6474.45,0,0,1306.9,7781.35,"Menlo Park",94025,37.449551,-122.183762,"39,062",Female,67,Yes,0,4,Stayed,No,44,5264,,
9796-BPKIW,0,8,None,Yes,42.53,No,"Fiber Optic",6,No,No,No,No,No,No,No,Yes,"Two Year",Yes,"Credit Card",69.95,562.7,0,0,340.24,902.94,"Redwood City",94063,37.499411,-122.196318,"32,368",Male,67,No,0,3,Stayed,No,47,2939,,
9137-NOQKA,0,2,None,Yes,7.03,No,None,0,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",19.2,37.2,0,0,14.06,51.26,"South San Francisco",94080,37.654436,-122.426468,"60,599",Male,80,No,0,5,Joined,No,24,4577,,
7748-UMTRK,0,30,None,Yes,37.42,Yes,"Fiber Optic",17,No,No,No,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",101.3,2974.5,0,0,1122.6,4097.1,"San Francisco",94132,37.722302,-122.491129,"26,297",Female,80,No,1,4,Stayed,No,34,2440,,
6463-MVYRY,0,57,"Offer B",Yes,11.23,No,DSL,30,Yes,No,Yes,Yes,Yes,No,No,Yes,"Two Year",No,"Bank Withdrawal",69.85,4003,0,0,640.11,4643.11,"Palo Alto",94301,37.444314,-122.149996,"16,198",Female,67,No,0,4,Stayed,No,72,4759,,
4526-ZJJTM,1,25,None,Yes,19.44,No,"Fiber Optic",4,No,Yes,Yes,No,No,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",88.4,2191.15,0,0,486,2677.15,"San Mateo",94403,37.538309,-122.305109,"37,926",Female,72,Yes,0,3,Stayed,No,51,4849,,
5315-CKEQK,1,28,None,Yes,4.71,Yes,DSL,21,No,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",51,1381.8,0,80,131.88,1593.68,"Castro Valley",94546,37.708327,-122.083473,"41,698",Male,73,Yes,2,3,Stayed,No,44,5195,,
0907-HQNTS,8,70,"Offer A",Yes,46.2,Yes,"Fiber Optic",14,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Credit Card",113,7987.6,0,0,3234,11221.6,Pittsburg,94565,38.006047,-121.916834,"78,816",Female,74,Yes,0,3,Stayed,No,47,4588,,
8250-ZNGGW,0,5,None,Yes,43.99,No,DSL,27,Yes,Yes,No,Yes,No,No,No,No,"Two Year",No,"Credit Card",59.9,287.85,0,20,219.95,527.8,"Rio Vista",94571,38.148862,-121.737696,"5,246",Female,79,No,0,4,Stayed,No,35,3662,,
8166-ORCHU,10,33,None,Yes,44.54,No,"Fiber Optic",18,Yes,Yes,No,Yes,No,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",93.55,3055.5,0,0,1469.82,4525.32,Oakland,94605,37.758019,-122.138678,"42,854",Male,73,Yes,0,4,Stayed,No,21,4414,,
1855-CFULU,0,4,None,Yes,41.98,No,None,0,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.05,91.45,0,0,167.92,259.37,Oakland,94619,37.787186,-122.14633,"24,518",Female,65,No,0,5,Stayed,No,20,3460,,
8628-MFKAX,6,72,"Offer A",Yes,14.75,Yes,"Fiber Optic",16,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Credit Card",116.75,8277.05,0,0,1062,9339.05,"San Pablo",94806,37.980269,-122.342635,"55,720",Female,79,Yes,0,3,Stayed,No,68,5098,,
9508-ILZDG,0,34,None,Yes,14.23,Yes,"Fiber Optic",13,No,Yes,No,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",96.35,3190.25,0,0,483.82,3674.07,"Dillon Beach",94929,38.24458,-122.956268,330,Female,79,No,0,4,Stayed,No,32,5425,,
6128-AQBMT,8,41,"Offer B",No,0,No,Cable,9,No,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",53.95,2215.4,0,0,0,2215.4,Nicasio,94946,38.065359,-122.665566,607,Male,65,Yes,0,3,Stayed,No,46,3920,,
4295-YURET,8,56,"Offer B",Yes,5.93,No,DSL,19,Yes,No,No,Yes,Yes,Yes,No,No,"Two Year",Yes,"Credit Card",72.6,4084.35,0,140,332.08,4556.43,"San Quentin",94964,37.942551,-122.491642,"6,448",Female,78,Yes,1,4,Stayed,No,79,6357,,
7693-QPEFS,0,52,"Offer B",Yes,42.19,Yes,"Fiber Optic",11,No,No,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",72.95,3829.75,0,0,2193.88,6023.63,Davenport,95017,37.114335,-122.237162,857,Male,75,No,0,3,Stayed,No,72,4368,,
0924-BJCRC,6,60,"Offer B",Yes,24.68,Yes,"Fiber Optic",19,No,Yes,No,No,No,Yes,No,No,"Two Year",No,"Bank Withdrawal",89.45,5294.6,0,10,1480.8,6785.4,Felton,95018,37.089111,-122.062213,"8,728",Female,70,Yes,0,3,Stayed,No,44,4340,,
5533-NHFRF,0,7,None,No,0,No,DSL,26,No,Yes,No,Yes,No,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",44.4,265.8,0,0,0,265.8,"San Jose",95132,37.424655,-121.74841,"40,568",Male,75,No,0,4,Stayed,No,77,3410,,
4360-QRAVE,0,37,"Offer C",No,0,No,DSL,29,No,Yes,Yes,No,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",36.65,1315,0,0,0,1315,Farmington,95230,37.956963,-120.863055,596,Male,75,No,0,5,Stayed,No,72,2494,,
8433-WPJTV,8,65,"Offer B",Yes,1.58,Yes,"Fiber Optic",27,No,No,Yes,Yes,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",103.9,6767.1,0,0,102.7,6869.8,"French Camp",95231,37.873283,-121.292034,"5,094",Female,76,Yes,3,3,Stayed,No,75,5669,,
5387-ASZNZ,0,66,"Offer A",Yes,36.48,Yes,DSL,5,Yes,Yes,No,Yes,No,No,No,Yes,"One Year",Yes,"Credit Card",63.85,4174.35,0,0,2407.68,6582.03,Cressey,95312,37.420273,-120.66527,55,Female,72,No,0,3,Stayed,No,80,4657,,
2277-DJJDL,5,60,"Offer B",Yes,10.4,Yes,"Fiber Optic",5,No,No,No,Yes,Yes,Yes,No,No,"Two Year",Yes,"Bank Withdrawal",99,6017.9,0,150,624,6791.9,"La Grange",95329,37.666587,-120.411517,"1,749",Male,69,Yes,0,3,Stayed,No,40,4763,,
6963-EZQEE,4,70,None,Yes,40.94,Yes,DSL,8,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Credit Card",88.55,6306.5,0,0,2865.8,9172.3,Midpines,95345,37.581496,-119.972762,433,Male,69,Yes,0,3,Stayed,No,37,4097,,
2452-KDRRH,0,67,None,Yes,38.85,Yes,"Fiber Optic",19,No,No,Yes,No,Yes,Yes,No,Yes,"Two Year",Yes,"Credit Card",101.4,6841.05,0,0,2602.95,9444,"Mi Wuk Village",95346,38.121601,-120.133915,"1,278",Male,76,No,0,4,Stayed,No,28,5269,,
5248-RPYWW,2,72,None,Yes,9.88,Yes,Cable,16,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",90.15,6716.45,0,0,711.36,7427.81,Turlock,95382,37.529656,-120.854357,"24,708",Female,78,Yes,1,3,Stayed,No,49,4606,,
7923-IYJWY,0,67,None,Yes,44.56,Yes,"Fiber Optic",29,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Two Year",Yes,"Credit Card",116.1,7839.85,0,40,2985.52,10865.37,"Twain Harte",95383,38.107441,-120.230625,"4,848",Male,68,No,0,3,Stayed,No,60,5896,,
1658-TJVOA,0,6,None,Yes,12.67,No,"Fiber Optic",20,Yes,No,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",74.1,450.9,0,0,76.02,526.92,Cazadero,95421,38.578807,-123.19338,"1,575",Female,65,No,0,3,Stayed,No,79,4716,,
0674-DGMAQ,9,32,"Offer C",Yes,43.54,Yes,"Fiber Optic",3,No,Yes,Yes,No,No,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",93.5,2970.8,0,0,1393.28,4364.08,Elk,95432,39.108252,-123.645121,383,Male,78,Yes,0,5,Stayed,No,77,5804,,
2761-XECQW,1,8,None,No,0,No,Cable,27,No,Yes,Yes,No,No,Yes,No,Yes,"Two Year",Yes,"Credit Card",43.35,371.4,0,0,0,371.4,Glenhaven,95443,39.045246,-122.743181,175,Male,67,Yes,0,3,Stayed,No,68,2560,,
8059-UDZFY,0,33,"Offer C",Yes,12.75,Yes,"Fiber Optic",19,No,Yes,Yes,No,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",105.35,3465.05,0,0,420.75,3885.8,Lucerne,95458,39.141934,-122.770679,"3,002",Female,73,No,2,5,Stayed,No,58,4738,,
7740-BTPUX,7,55,"Offer B",Yes,12.91,Yes,"Fiber Optic",21,No,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",113.6,6292.7,0,0,710.05,7002.75,Manchester,95459,38.966713,-123.586412,586,Male,72,Yes,0,5,Stayed,No,56,5754,,
8648-PFRMP,0,14,None,No,0,No,Cable,5,No,No,No,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",46.35,672.7,0,0,0,672.7,Ferndale,95536,40.4785,-124.301372,"2,965",Female,71,No,0,4,Stayed,No,44,2056,,
8996-ZROXE,0,57,"Offer B",Yes,28.44,No,DSL,24,No,No,Yes,Yes,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",53.5,3035.8,0,0,1621.08,4656.88,Miranda,95553,40.210895,-123.86,867,Male,78,No,0,4,Stayed,No,58,5521,,
2207-QPJED,8,37,None,Yes,15.6,No,"Fiber Optic",19,No,No,Yes,Yes,Yes,No,No,Yes,"Two Year",No,"Bank Withdrawal",90,3371.75,0,0,577.2,3948.95,"Somes Bar",95568,41.444606,-123.471895,202,Female,66,Yes,0,4,Stayed,No,62,4048,,
0516-QREYC,0,24,None,Yes,18.39,No,None,0,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",20.3,459.95,0,0,441.36,901.31,Capay,95607,38.681651,-122.130569,262,Female,78,No,0,5,Stayed,No,71,3740,,
3865-QBWSJ,0,38,None,Yes,45.13,Yes,"Fiber Optic",27,Yes,No,No,No,No,No,No,Yes,"Two Year",Yes,"Credit Card",80.45,3162.65,0,0,1714.94,4877.59,Courtland,95615,38.311609,-121.554034,699,Male,76,No,2,3,Stayed,No,41,2926,,
5857-TYBCJ,6,44,"Offer B",Yes,14.65,Yes,"Fiber Optic",30,No,No,Yes,No,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",89.2,4040.2,0,0,644.6,4684.8,Dixon,95620,38.392821,-121.799917,"18,529",Male,72,Yes,0,4,Stayed,No,36,2925,,
4176-RELJR,0,67,None,Yes,14.69,Yes,None,0,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",25.1,1672.15,0,0,984.23,2656.38,Elmira,95625,38.349195,-121.902943,171,Male,73,No,0,3,Stayed,No,26,6388,,
7924-GJZFI,7,25,None,Yes,38.59,No,"Fiber Optic",24,No,No,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",69.3,1813.1,0,0,964.75,2777.85,Jackson,95642,38.336216,-120.76901,"6,202",Female,75,Yes,0,4,Stayed,No,50,4442,,
5897-ZYEKH,3,67,None,Yes,11.91,Yes,"Fiber Optic",10,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",105.6,7112.15,0,0,797.97,7910.12,Lincoln,95648,38.922812,-121.312005,"15,286",Female,74,Yes,0,3,Stayed,No,45,5768,,
5456-ITGIC,9,72,None,No,0,No,DSL,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",64.45,4641.1,0,0,0,4641.1,Loomis,95650,38.809175,-121.171375,"11,191",Male,76,Yes,0,5,Stayed,No,68,5295,,
8070-AAWZP,3,24,None,No,0,No,Cable,28,No,No,Yes,Yes,No,No,No,Yes,"Two Year",No,"Credit Card",34.25,828.2,0,0,0,828.2,Sheridan,95681,38.984756,-121.345074,"1,219",Male,68,Yes,0,4,Stayed,No,63,2525,,
6860-YRJZP,0,9,"Offer E",Yes,39.77,Yes,"Fiber Optic",25,No,No,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",74.05,678.45,0,0,357.93,1036.38,Sacramento,95820,38.53508,-121.444144,"37,031",Male,66,No,0,5,Stayed,No,51,2003,,
9391-DXGGG,0,44,"Offer B",Yes,35.39,No,"Fiber Optic",19,No,Yes,Yes,No,No,Yes,Yes,Yes,"One Year",No,"Credit Card",89.15,3990.75,0,0,1557.16,5547.91,Sacramento,95832,38.445939,-121.496855,"9,063",Female,70,No,0,4,Stayed,No,27,4368,,
9844-FELAJ,2,70,None,Yes,9.4,Yes,"Fiber Optic",17,No,Yes,Yes,Yes,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",107.9,7475.85,0,20,658,8153.85,Sacramento,95833,38.619049,-121.517552,"31,422",Female,65,Yes,2,3,Stayed,No,53,5899,,
8395-ETZKQ,8,68,None,Yes,35.14,No,None,0,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",19.5,1193.55,0,0,2389.52,3583.07,Sacramento,95841,38.660442,-121.346321,"20,993",Male,73,Yes,1,3,Stayed,No,51,5443,,
8336-TAVKX,10,72,None,Yes,15.82,Yes,DSL,13,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",78.45,5682.25,0,0,1139.04,6821.29,"Berry Creek",95916,39.657228,-121.37778,"1,279",Female,68,Yes,0,3,Stayed,No,71,4032,,
0581-BXBUB,0,4,None,Yes,35.67,No,"Fiber Optic",8,No,Yes,No,No,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",72.75,317.75,0,0,142.68,460.43,"Penn Valley",95946,39.203817,-121.19584,"9,752",Female,76,No,0,4,Stayed,No,50,4503,,
5150-ITWWB,0,3,"Offer E",Yes,37.78,Yes,"Fiber Optic",28,No,No,No,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",94.85,335.75,0,0,113.34,449.09,"Hamilton City",95951,39.732767,-122.042298,"1,931",Male,65,No,0,4,Joined,No,40,4496,,
9281-OFDMF,0,39,None,Yes,20.06,Yes,"Fiber Optic",3,No,Yes,No,No,No,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",90.7,3413.25,0,0,782.34,4195.59,"Meadow Valley",95956,39.937017,-121.058043,301,Male,76,No,0,4,Stayed,No,39,5028,,
7636-OWBPG,0,12,None,No,0,No,DSL,4,No,Yes,No,No,No,No,No,Yes,"Two Year",Yes,"Credit Card",29.35,381.2,38.98,0,0,342.22,Redding,96001,40.587919,-122.464732,"31,586",Male,79,No,0,3,Stayed,No,27,3606,,
0549-CYCQN,0,51,None,Yes,24.92,Yes,"Fiber Optic",11,No,Yes,No,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",79.6,3974.7,16.73,0,1270.92,5228.89,Flournoy,96029,39.84784,-122.544556,84,Male,69,No,0,5,Stayed,No,59,4673,,
0928-JMXNP,3,4,"Offer E",No,0,No,DSL,5,No,No,Yes,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",29.9,118.25,0,0,0,118.25,"Los Molinos",96055,40.059385,-122.091481,"3,756",Male,78,Yes,0,4,Stayed,No,46,2914,,
3629-ZNKXA,0,17,None,Yes,17.26,No,"Fiber Optic",25,No,Yes,Yes,No,Yes,Yes,No,No,"Two Year",Yes,"Bank Withdrawal",101.8,1752.45,27.15,90,293.42,2108.72,"Seiad Valley",96086,41.924174,-123.260788,332,Male,77,No,0,4,Stayed,No,53,3296,,
4827-LTQRJ,1,66,None,Yes,44.38,Yes,"Fiber Optic",28,Yes,Yes,No,Yes,Yes,Yes,No,Yes,"One Year",Yes,"Credit Card",110.6,7210.85,0,0,2929.08,10139.93,Shasta,96087,40.617614,-122.512861,528,Female,70,Yes,2,4,Stayed,No,67,5418,,
0136-IFMYD,1,69,None,Yes,18.41,Yes,"Fiber Optic",17,No,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",109.95,7634.25,0,0,1270.29,8904.54,"Los Angeles",90001,33.973616,-118.24902,"54,492",Male,71,Yes,0,5,Stayed,No,63,4297,,
5144-TVGLP,0,38,None,Yes,46.96,Yes,"Fiber Optic",13,No,No,No,No,Yes,Yes,No,Yes,"Two Year",No,"Bank Withdrawal",94.75,3653,45.82,0,1784.48,5391.66,"Los Angeles",90002,33.949255,-118.246978,"44,586",Male,68,No,0,3,Stayed,No,71,3654,,
9659-ZTWSM,7,66,None,Yes,7.86,Yes,"Fiber Optic",26,No,Yes,Yes,Yes,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",107.35,7051.95,39.18,0,518.76,7531.53,"Los Angeles",90013,34.044639,-118.240413,"9,732",Male,71,Yes,0,4,Stayed,No,53,4138,,
2195-VVRJF,6,18,None,Yes,5.73,No,DSL,13,Yes,No,No,No,No,Yes,No,Yes,"Two Year",Yes,"Credit Card",59.1,1011.05,31.05,0,103.14,1083.14,"Los Angeles",90018,34.028735,-118.317236,"47,143",Male,74,Yes,0,3,Stayed,No,30,2422,,
1125-SNVCK,0,49,None,Yes,35.65,No,DSL,3,No,No,No,No,No,No,No,Yes,"Two Year",No,"Credit Card",43.8,2106.05,20.45,0,1746.85,3832.45,"Los Angeles",90040,33.994524,-118.149953,"9,805",Female,78,No,0,5,Stayed,No,68,5651,,
2545-EBUPK,0,2,"Offer E",Yes,21.9,Yes,"Fiber Optic",22,No,No,No,No,No,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",84.05,186.05,0,0,43.8,229.85,"Los Angeles",90045,33.954017,-118.402447,"39,334",Female,70,No,0,3,Joined,No,72,5039,,
2172-EJXVF,0,71,None,Yes,25.61,Yes,"Fiber Optic",23,No,Yes,Yes,No,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",105.9,7521.95,6.65,100,1818.31,9433.61,"Los Angeles",90047,33.958149,-118.308441,"47,107",Female,65,No,0,3,Stayed,No,60,5479,,
8659-HDIYE,0,64,None,Yes,27.7,Yes,DSL,21,No,Yes,Yes,Yes,No,Yes,No,Yes,"Two Year",No,"Credit Card",74.65,4869.35,47.04,0,1772.8,6595.11,"Los Angeles",90067,34.057496,-118.413959,"2,527",Female,68,No,0,4,Stayed,No,58,5113,,
4680-KUTAJ,0,11,None,Yes,2.81,Yes,DSL,3,Yes,No,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",55.6,580.8,15.2,0,30.91,596.51,"Beverly Hills",90212,34.062095,-118.401508,"11,355",Female,73,No,0,4,Stayed,No,80,5014,,
2883-ILGWO,0,57,None,Yes,32.12,Yes,"Fiber Optic",15,No,Yes,No,Yes,Yes,Yes,No,No,"Two Year",Yes,"Bank Withdrawal",104.9,5913.95,1.69,90,1830.84,7833.1,Compton,90222,33.912246,-118.236773,"29,825",Male,68,No,0,5,Stayed,No,75,5838,,
1167-OYZJF,7,67,None,Yes,49.94,No,None,0,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",20.05,1263.05,43.66,0,3345.98,4565.37,"Santa Monica",90402,34.035849,-118.503508,"11,509",Female,65,Yes,0,5,Stayed,No,76,4934,,
4806-DXQCE,7,70,None,Yes,35.39,Yes,"Fiber Optic",25,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",113.65,7714.65,24.36,0,2477.3,10167.59,"Santa Monica",90404,34.026334,-118.474222,"19,975",Female,77,Yes,0,4,Stayed,No,46,6146,,
5996-NRVXR,2,40,None,Yes,15.15,No,"Fiber Optic",18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,"One Year",Yes,"Credit Card",98.15,4116.8,27.89,0,606,4694.91,"Los Alamitos",90720,33.79499,-118.065591,"21,343",Male,68,Yes,0,3,Stayed,No,53,4332,,
0100-DUVFC,3,70,None,Yes,39.49,Yes,"Fiber Optic",28,No,Yes,Yes,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",104.8,7308.95,6.11,0,2764.3,10067.14,Wilmington,90744,33.782068,-118.262263,"53,323",Male,66,Yes,0,5,Stayed,No,57,5291,,
5397-TUPSH,6,65,None,Yes,28.68,No,"Fiber Optic",20,No,No,No,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",70.95,4555.2,7.43,0,1864.2,6411.97,Carson,90745,33.822295,-118.26411,"55,486",Male,76,Yes,0,3,Stayed,No,30,4871,,
6773-LQTVT,8,29,None,No,0,No,DSL,20,No,Yes,Yes,No,No,No,No,Yes,"Two Year",Yes,"Credit Card",35.65,1025.15,25.07,0,0,1000.08,"Long Beach",90803,33.760458,-118.129725,"31,352",Female,67,Yes,1,5,Stayed,No,46,4107,,
9402-ORRAH,0,15,None,Yes,39.57,No,"Fiber Optic",16,No,No,No,No,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",91.5,1400.3,48.66,0,593.55,1945.19,"La Canada Flintridge",91011,34.234912,-118.153729,"20,200",Female,80,No,0,3,Stayed,No,41,4173,,
4840-ORQXB,0,56,None,Yes,27.64,Yes,"Fiber Optic",7,No,Yes,Yes,No,Yes,Yes,No,Yes,"Two Year",No,"Bank Withdrawal",104.75,5841.35,36.52,0,1547.84,7352.67,"Sierra Madre",91024,34.168686,-118.057505,"10,558",Female,67,No,0,3,Stayed,No,35,5128,,
3982-DQLUS,10,65,None,Yes,9.68,Yes,"Fiber Optic",23,Yes,Yes,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",85.75,5688.45,38.09,0,629.2,6279.56,Sunland,91040,34.282704,-118.312929,"18,752",Male,78,Yes,1,3,Stayed,No,21,4978,,
3756-VNWDH,6,65,None,Yes,32.08,Yes,"Fiber Optic",8,Yes,No,No,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",100.75,6674.65,0,0,2085.2,8759.85,Pasadena,91101,34.146635,-118.139225,"16,812",Male,66,Yes,0,3,Stayed,No,66,4368,,
2921-XWDJH,0,38,None,Yes,3.42,No,"Fiber Optic",15,Yes,No,No,No,No,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",83.45,3147.15,24.98,0,129.96,3252.13,Glendale,91202,34.167926,-118.267539,"21,990",Female,76,Yes,0,3,Stayed,No,49,2768,,
9799-CAYJJ,1,2,"Offer E",Yes,32.62,No,"Fiber Optic",2,No,No,No,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",69.3,153.8,0,0,65.24,219.04,"West Hills",91307,34.199787,-118.68493,"23,637",Female,79,Yes,0,4,Joined,No,58,2901,,
6814-ZPWFQ,0,51,None,Yes,3.11,Yes,None,0,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",25,1260.7,0,0,158.61,1419.31,"Santa Clarita",91350,34.502432,-118.41459,"40,077",Male,67,No,0,4,Stayed,No,49,5896,,
5019-GQVCR,0,43,None,Yes,8.81,Yes,"Fiber Optic",7,No,No,No,No,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",84.85,3645.6,0,0,378.83,4024.43,"Westlake Village",91361,34.130992,-118.894673,"18,735",Male,74,No,0,4,Stayed,No,56,4556,,
2880-FPNAE,1,2,"Offer E",Yes,7.29,No,"Fiber Optic",14,No,No,Yes,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",74.2,140.1,0,0,14.58,154.68,"Van Nuys",91405,34.202494,-118.448048,"51,348",Male,69,Yes,0,4,Joined,No,32,3170,,
1568-BEKZM,7,70,None,Yes,12.07,Yes,DSL,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",90.05,6333.4,0,0,844.9,7178.3,"Baldwin Park",91706,34.098275,-117.967399,"76,890",Male,65,Yes,0,3,Stayed,No,47,4666,,
2045-BMBTJ,0,33,None,No,0,No,DSL,16,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",59.45,1884.65,0,0,0,1884.65,"South El Monte",91733,34.04622,-118.053753,"45,645",Female,80,No,0,4,Stayed,No,30,3116,,
6741-EGCBI,0,30,None,Yes,4.04,Yes,"Fiber Optic",14,Yes,No,No,No,No,Yes,No,Yes,"Two Year",Yes,"Credit Card",90.5,2595.85,0,0,121.2,2717.05,"Hacienda Heights",91745,33.998471,-117.973758,"53,686",Male,69,No,0,3,Stayed,No,53,5983,,
1730-ZMAME,0,32,None,Yes,48.62,No,"Fiber Optic",12,No,No,No,No,No,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",79.5,2665,0,0,1555.84,4220.84,Ontario,91762,34.057256,-117.667677,"54,254",Female,74,No,0,4,Stayed,No,24,3041,,
5913-INRQV,7,34,None,Yes,26.49,No,"Fiber Optic",18,Yes,No,No,Yes,Yes,No,No,Yes,"One Year",No,"Credit Card",90.15,3128.8,0,0,900.66,4029.46,Upland,91786,34.105493,-117.660934,"48,827",Male,71,Yes,0,3,Stayed,No,38,3202,,
6185-TASNN,0,1,"Offer E",Yes,11.51,No,DSL,21,No,No,No,No,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",46.3,46.3,0,0,11.51,57.81,"Chula Vista",91913,32.64164,-116.985026,"12,884",Male,71,No,0,4,Joined,No,65,2546,,
1925-LFCZZ,0,55,None,No,0,No,DSL,23,No,No,Yes,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",50.05,2743.45,0,0,0,2743.45,Potrero,91963,32.619465,-116.593605,905,Male,71,No,0,4,Stayed,No,70,4932,,
